age,monthly_salary,monthly_expenses,current_savings,dependents,risk_tolerance,expected_return,inflation_rate,retirement_goal_age,goal_type,target_corpus,risk_label
46,179247,40626,2890731,1,High,8.776947347726697,6.9583757056872315,58,Luxury,27321397.317521367,Medium
54,235096,44932,2424523,3,Low,12.734997478608445,4.163751590933073,67,Luxury,22908306.03329208,Medium
41,166144,130689,3298004,4,High,7.440199873986707,5.3250807060650756,57,Aggressive,89922650.39146753,Medium
38,153207,95377,3875590,4,Low,7.919430922816638,6.831021686199845,54,Aggressive,82361267.54323664,Low
43,81037,14677,2711198,1,High,13.275659508633566,4.361140071903103,55,Aggressive,7348933.656321944,Low
53,55358,31080,4781608,1,Medium,12.088602412138396,7.30779765480477,66,Aggressive,23324316.526669573,Low
26,270026,104797,4429962,2,Low,11.945082444843017,6.69567739744463,60,Aggressive,284748966.5610562,Medium
60,185084,11965,661764,5,Low,9.608222715908889,7.160369309456193,69,Normal,6688700.848329431,High
48,285809,149996,1044167,1,Medium,9.239254893115884,4.983117646851074,67,Luxury,113362856.5912311,High
34,256122,200393,1141438,5,High,12.321117508979167,6.167652324683528,57,Normal,238135818.00232276,High
46,142178,90726,788466,3,High,6.935566705115675,5.635734113917442,58,Normal,52551277.242487624,High
52,172144,114993,3234204,1,High,12.38330530790856,4.627870502910801,59,Luxury,47350477.426165186,Medium
51,181194,100481,4634409,0,High,11.194655092188233,7.13827140017913,64,Aggressive,73872952.86534494,Low
47,92747,18391,1887216,1,Low,8.499473550745364,4.5632632768294314,56,Aggressive,8244014.6679122755,Medium
42,233963,156897,2252849,3,Medium,11.983196901389878,7.425363100130502,59,Luxury,159056715.15228662,Medium
43,126394,64071,4379113,3,Medium,10.22978579082138,6.268940713068284,52,Normal,33223082.232156504,Low
21,173928,98477,859231,5,High,11.653539623546587,4.037073364768043,65,Aggressive,168551894.7214333,High
21,211299,161833,1909299,2,Medium,11.558002603548957,7.758513853224487,45,Normal,291760555.0982577,Medium
33,106721,34294,3021918,0,Medium,7.447221446169843,6.741718785335668,65,Luxury,82991484.1552389,Low
50,217132,85561,4921774,0,Medium,12.167084374821524,5.824698430169557,60,Normal,45213434.88496961,Medium
27,173514,78999,1299212,5,High,11.838930769713645,4.655084342436583,50,Aggressive,67488610.30220598,Medium
51,241622,48789,1357128,1,High,8.80124170608746,6.8617543979536215,59,Aggressive,24889809.391930774,High
46,192502,95010,318544,5,Medium,13.65296453534095,5.091615172701039,66,Aggressive,76957669.87338102,High
55,92585,35449,3112222,4,High,6.143952067650776,4.229888185625672,68,Normal,18223205.701733585,Low
56,47936,21845,4658109,1,High,6.461596301573718,6.690972228963748,65,Luxury,11738763.633191254,Low
33,51975,33264,4102668,5,Medium,6.341427910791859,6.699412338019322,51,Luxury,32063595.54175521,Low
56,298595,171532,3210537,1,Medium,7.988245792657013,6.217686633713113,68,Aggressive,106127630.47760235,Medium
57,48861,34801,1389933,1,High,12.394950667807068,7.051122862480968,63,Aggressive,15713044.487711458,Low
45,272103,120304,2715593,2,Medium,8.215408908274487,4.401826780859484,63,Luxury,78369501.33285344,Medium
59,56414,16849,737680,5,High,8.704734049929241,4.706028040755088,68,Luxury,7646110.179868077,Medium
48,148745,83834,4315681,4,High,9.618774328301186,6.445979491652016,62,Aggressive,60304694.18946998,Low
26,265803,35001,4793791,4,High,6.220445276258167,6.710206776848269,66,Luxury,141071786.30558574,Medium
47,144720,86320,2907353,0,Medium,8.029488768626889,5.591925543779008,58,Normal,47116225.55919714,Medium
42,139852,53066,544867,2,High,6.142122035347169,6.282253168075975,47,Luxury,21589439.701422002,High
22,255881,102168,174101,1,Low,6.629851329848225,5.5722423305344,51,Luxury,147699416.5419637,High
50,264032,161938,2189399,2,Medium,10.91979958952122,6.942547576521722,69,Normal,173912185.4571664,Medium
27,155594,32173,4519331,1,Low,13.75841149756631,6.605061490645434,55,Luxury,57861796.52820814,Low
44,268041,22849,1926818,1,Medium,8.350035748690214,5.39404764675084,59,Luxury,15074041.630373659,Medium
39,49432,37891,1726561,1,Medium,10.938677138949084,5.074173682587591,56,Normal,26368719.39246331,Low
41,224863,45499,4856181,1,Medium,12.604334201567742,7.99826853982569,51,Luxury,29463954.44616714,Medium
25,244911,10789,2184565,1,High,9.137204997324005,4.82065167660236,69,Normal,25689998.91402464,Medium
42,188843,121777,4521819,3,Low,10.183377643041075,7.792671188390539,70,Aggressive,298665517.4431241,Medium
53,92826,37507,4654150,5,Medium,7.584050456640768,7.712559161101766,69,Aggressive,36939847.23013963,Low
32,58357,16447,2165747,3,High,9.305660154855424,5.68675031515293,67,Luxury,34192196.26520434,Low
45,244738,50269,514443,1,High,11.780486884878837,4.096437093380027,53,Normal,20792581.95904598,High
58,90503,38731,3405129,1,Low,12.265436972527223,5.311781519469637,70,Luxury,21622379.248750255,Low
47,180747,10337,1393993,3,High,6.624412558718148,5.6556338093420635,67,Aggressive,9318992.524981752,Medium
56,292199,119224,3135542,3,High,8.864485292074571,7.9930313798888175,66,Normal,77168891.830678,Medium
39,244747,76687,2760789,5,High,11.768203791869647,5.1077747307009,62,Aggressive,72350970.33466789,Medium
60,126027,85379,935423,4,Medium,11.991079646463646,4.903428352277102,67,Luxury,35809651.12062805,Medium
58,109582,77327,534083,0,Medium,8.197691726819723,6.212022060691231,66,Normal,37570055.11930806,High
41,143364,82790,1372945,5,Low,10.246339060496709,7.83360576947328,50,Luxury,48965059.310723916,Medium
31,181569,143800,3191225,3,Medium,7.998444300238622,6.603519864036028,66,Aggressive,404468031.2402836,Medium
35,118705,31972,806811,3,Medium,9.267314982239252,7.8330635376481546,55,Luxury,43344094.33148699,Medium
46,215053,88517,2153529,3,Medium,11.640268846331374,6.00731140131876,54,Aggressive,42348155.62878885,Medium
54,198896,75402,804242,4,Low,9.583528200130509,5.284038562681856,61,Luxury,32437088.761156127,High
42,219185,153894,4869399,0,Medium,10.20559538821323,4.044343726080241,57,Normal,83679691.47118348,Medium
54,294870,158500,1537466,3,Low,6.583229551470377,5.592064512601914,70,Normal,113566703.66485396,High
42,86805,13649,4626900,0,Low,11.36547034130541,5.50631974876079,51,Aggressive,6633280.420623974,Low
45,42219,16254,3057813,4,Medium,8.673408852339744,5.191216459551937,70,Normal,17280983.123624105,Low
60,226408,168955,2463372,4,Low,12.648701059437776,7.950948962191401,65,Luxury,74306127.00695007,Medium
44,242013,114406,1647068,5,Medium,12.855749907077627,6.084427383298282,49,Luxury,46113516.197256655,Medium
36,39781,14466,3223882,4,Medium,7.4428974157865975,6.259877226670842,49,Normal,9555881.217898417,Low
38,270837,47299,281241,5,High,7.380322257526042,7.933122056080681,57,Luxury,60521999.214255616,High
24,222971,73531,1056763,1,High,10.846047502424465,4.907177916017556,59,Normal,117970624.52741033,High
33,34400,16257,1599179,5,Medium,11.05926131022193,7.281488804038307,46,Luxury,12161410.673151333,Low
39,277619,54869,3914325,1,Medium,10.804873850098744,7.651841781408532,46,Aggressive,27580272.378424816,Medium
21,195934,108348,119271,2,Low,10.246489664206182,7.064246121166745,54,Aggressive,309178612.08871305,High
58,286702,145991,2763159,5,High,13.715392339729002,4.845173430788262,63,Normal,55486783.5251166,Medium
26,162697,16452,2767095,0,High,11.110304664063221,6.643089404142759,46,Luxury,17864641.845180884,Medium
31,34306,24425,4238206,2,High,6.865485316978442,4.185440739289904,45,Aggressive,13009310.90934731,Low
21,226578,128248,1985649,1,Medium,6.492696145250526,4.676695556046219,63,Aggressive,262344544.78591835,Medium
54,168982,96576,2514815,4,Medium,9.791105042417486,4.679947012978846,67,Luxury,52506841.22867056,Medium
49,137816,81625,2446682,4,High,9.304155020379785,4.069584383743756,64,Luxury,44545285.96072881,Medium
33,78710,29468,2462068,3,Low,10.194917040025807,6.3452297946763,56,Aggressive,36390350.49823726,Low
28,158117,91419,1125673,5,Low,7.947420778852789,6.185874381841774,53,Normal,122977712.48471814,Medium
36,84959,22495,3928553,0,Medium,7.132528957832627,4.641291421423878,57,Aggressive,17497345.179315895,Low
28,69798,39351,1954926,3,High,9.246387355966478,6.003579266951082,50,Aggressive,42572453.64572221,Low
36,185020,24196,2814085,1,Medium,10.9660059557973,7.445207636469969,54,Aggressive,26438190.116273556,Medium
46,298019,124560,3404413,4,High,13.398902332115435,6.394606151043856,51,Normal,50944571.126427375,Medium
53,181083,10697,2825059,4,High,12.906662171429861,7.163685625946874,61,Normal,5581672.921346711,Medium
40,274157,91850,692882,1,Medium,6.488334605512302,4.1086779211872155,67,Luxury,81723613.84625003,High
36,267015,161512,1389237,5,High,8.947550793263828,7.11983804535825,53,Normal,155996363.86002153,High
23,207113,144340,3953725,4,Low,10.628575395951298,5.883214447794864,50,Normal,202693640.75876823,Medium
39,283703,82213,1554247,1,High,9.700146762209616,5.392477691741645,52,Aggressive,48818759.53015411,High
49,91186,31308,46717,2,High,13.978578522815,5.511381536328015,59,Normal,16060892.523957111,High
21,287205,176606,4356429,1,Low,9.714599036511114,5.77867052008989,58,Luxury,423503074.40145403,Medium
35,173198,26851,4122007,2,High,10.36214539109864,4.662793892115085,55,Aggressive,20041406.3443519,Medium
36,249493,186911,29362,0,High,11.575703324119702,7.506054746885004,59,Aggressive,296287532.81618744,High
34,215518,75766,2943351,2,Low,10.470800725969784,4.190883826985931,59,Normal,63436420.02500947,Medium
28,153367,20082,3900621,0,Low,12.24410247539181,5.863808507865551,68,Luxury,58861154.229573555,Low
30,293645,66925,2813036,1,Low,6.664140302223568,6.4610297470128355,51,Aggressive,74767618.68602626,Medium
27,251610,42979,1926626,2,High,9.002956742125278,7.125317569170582,46,Normal,47679082.15909854,Medium
24,230684,161203,3914632,2,Medium,10.560135975405723,6.650575047695748,49,Luxury,241865770.9384883,Medium
29,250125,174952,4247140,5,Low,11.78727313524858,6.324617914414029,61,Luxury,373527644.6230288,Medium
45,173511,83469,2223896,2,Medium,7.35878710425744,6.021186713725816,55,Aggressive,44933792.527274415,Medium
45,137058,38613,991879,0,Low,8.048803482366772,6.161929116089446,67,Aggressive,43168646.975970596,Medium
27,122571,95425,4868364,0,Low,7.828073764310505,6.279557960434916,68,Aggressive,347714450.316812,Low
52,68107,36853,3565978,4,Low,7.669465068009646,5.4084347439456675,60,Normal,16849887.929855138,Low
46,20580,12379,707153,0,Medium,12.098012140555273,4.603450132019272,62,Normal,7630323.7124186875,Low
52,132551,36271,1550614,4,Low,7.044286405744434,4.414923647340975,65,Luxury,19080698.19423479,Medium
35,136871,52530,4169215,2,Low,8.360328936956952,4.8567729689062915,55,Luxury,40687257.140256554,Low
45,274377,167811,1763627,2,Low,10.106902298741439,6.167560634566284,54,Luxury,86271674.97974731,Medium
32,148156,93314,4487264,5,High,11.73176020286061,6.709897759615929,52,Luxury,102603490.88438572,Low
32,95682,18889,1584554,3,Medium,13.802671210126979,4.140290648863795,69,Aggressive,25422911.299596053,Medium
52,183538,79530,2713701,5,Medium,8.192531555895394,6.8796098630262685,57,Luxury,33275649.14040686,Medium
57,153088,36107,4712527,1,Low,7.408525651725996,6.684131335168151,64,Normal,17037718.49074428,Low
42,172201,55594,549229,3,Medium,13.195483906023973,6.6920665882652735,68,Aggressive,89863739.80289634,High
32,255416,195870,1814890,5,High,8.080287097236274,4.922046372870803,46,Aggressive,115139333.51846787,Medium
25,285131,202549,212879,2,Low,10.952564337761892,7.41759297499588,57,Luxury,599880415.8870748,High
57,108864,44987,1770334,5,High,10.664315671933073,4.264950915784977,63,Luxury,17339570.914462313,Medium
52,167964,53905,1654356,2,Medium,12.55080909334075,5.523733385223961,70,Normal,42565032.41699742,Medium
60,163986,74918,3410618,3,Low,11.221214277108402,7.311462069806686,65,Normal,31984383.904214185,Medium
60,289113,39287,2456029,3,Low,9.14705866785988,4.674007280663643,69,Normal,17779509.623071734,Medium
28,116131,17210,66203,2,Low,7.806289586659253,5.763214747807088,59,Normal,29327568.577939115,High
55,273252,208682,2769853,0,Medium,8.925722613488453,6.6143245258328935,62,Aggressive,98020104.90785512,Medium
29,282288,97516,2680873,3,Low,10.167826383793468,4.084765976897413,57,Luxury,89750710.59447089,Medium
24,57749,21554,1470457,3,Medium,7.222011315710721,6.032170056808412,49,Normal,27963425.92580008,Low
53,72870,20362,2783854,3,Low,8.493591782109185,5.6865724497172465,63,Normal,10620374.270123702,Low
50,36561,26765,4482689,0,Low,8.644089863637971,6.731118909170473,61,Normal,16439559.950491643,Low
60,118599,14231,4628763,4,Low,9.748462137790671,6.450045208045143,66,Normal,6212004.685871236,Low
59,107980,53246,4816032,3,Medium,13.381267790357363,5.59853038849973,70,Aggressive,29083378.708751664,Low
55,92628,10161,2603993,1,Low,9.93603763477461,5.55793441639913,63,Luxury,4698776.327280465,Low
52,28533,13495,4501899,1,Medium,10.168753005916727,4.218221545137721,60,Normal,5634344.608691385,Low
52,83148,26640,4964177,5,Medium,8.108651701382541,7.710634503500365,65,Normal,20990223.86402389,Low
51,137204,98437,4113051,4,Medium,8.865384719368656,6.347475188700863,56,Aggressive,40171268.22297564,Low
23,264725,10458,4169198,0,Low,11.398640690518096,4.288070990774926,49,Luxury,9346960.062775953,Medium
50,105717,57487,3733938,5,High,9.735675657144576,7.341936858056492,70,Normal,71134363.03338625,Low
26,124402,19434,330493,5,Low,8.543866945997442,6.709573768565214,54,Normal,35923466.556753516,High
33,171546,46915,4985655,2,Medium,13.124087925816927,6.205550036514648,68,Aggressive,115767168.78383625,Low
24,52469,40818,1839844,5,High,8.407190659640797,6.192937433868541,64,Aggressive,135456029.2616135,Low
60,251657,73113,1742843,1,Low,13.512356058212251,7.737762922051951,66,Normal,34302326.8293062,Medium
47,71405,11130,1362042,2,Low,10.758382425589222,5.627080173061955,68,Luxury,10541373.241907619,Medium
60,125048,11773,927044,2,Low,12.963431097415796,6.917235978059402,69,Normal,6448191.168769733,Medium
38,186354,21671,4761547,5,Low,9.858207586990204,6.798629312196617,49,Normal,13403637.511564907,Low
25,118299,25301,643687,3,Low,11.69740907499623,4.804118637066239,62,Normal,43078234.3024122,High
55,90343,10749,4790865,4,Low,8.873317706730681,6.660116086543972,65,Luxury,6144829.5110511845,Low
42,255525,41361,2287118,4,Medium,9.82222683090674,5.931541705560412,68,Normal,55509830.599707246,Medium
53,158261,110397,3744238,3,Medium,13.089799033109546,5.9613981161582235,66,Normal,70306967.53197123,Medium
56,169976,21886,671474,4,Medium,10.6352097963462,4.44487012566666,69,Luxury,11556335.301066695,High
57,29249,10110,4123274,4,Low,13.310692499690372,6.668090831937597,70,Luxury,7019742.752888206,Low
55,221795,96824,1396569,2,Low,7.689671031438426,6.546526172658865,69,Normal,70575570.83074921,Medium
50,21660,10993,35253,4,High,6.734048786012517,4.246420477665254,62,Aggressive,5432144.329518817,High
57,25327,17173,3726798,1,Low,8.143822363664981,6.7932443374807026,63,Normal,7642406.024687766,Low
23,35931,25580,4962080,4,High,10.007141792637668,7.414744768651671,45,Luxury,37019249.79537108,Low
38,218711,27818,3635113,3,High,8.963352132344454,7.106379078604625,46,Aggressive,14453394.515356058,Medium
55,188698,77155,3021700,1,Low,7.466452875662029,6.147836343667301,62,Aggressive,35144984.2966979,Medium
56,170958,102810,467085,5,Low,9.56170160209904,7.5156457741961455,61,Luxury,44311347.06184689,High
54,195628,84555,2068004,5,High,11.198335374185104,6.6029829260679325,61,Normal,39686796.887959294,Medium
57,239230,69492,391807,2,Low,8.536512531388754,6.281102246182117,64,Aggressive,31933639.237576053,High
55,296940,115745,1398030,3,Low,13.289802795126167,7.6391819971203425,61,Normal,54006474.28911973,High
43,199793,96015,2888329,4,Low,13.53658944111406,4.0826881527595145,56,Aggressive,48459713.739838414,Medium
57,191677,102941,1174063,4,Medium,12.301858285642066,6.758806974416559,64,Luxury,48813013.61714221,Medium
34,69536,44032,4749004,1,Medium,10.832273078591056,5.512890183761879,51,Aggressive,32891486.000535443,Low
57,102396,25686,1344440,1,Medium,12.158476925500043,7.382019679825193,64,Aggressive,12686409.024355067,Medium
38,43461,19841,1486094,0,Low,7.502686715901726,4.759055200308229,46,Normal,8634106.385239381,Low
45,289636,161610,4564991,5,High,6.838924646718988,6.220492711116295,56,Luxury,94163135.72436993,Medium
55,71793,36777,710471,0,Medium,11.612140860156757,7.692442231086554,69,Luxury,31138000.22948651,Medium
50,61592,10340,3568452,5,Medium,13.961765393745136,6.468094581954123,57,Aggressive,4810366.491956714,Low
49,94262,58779,168083,2,Medium,6.488512951130667,5.030622082871055,57,Luxury,26113852.697334066,High
55,92826,63910,1292428,5,Low,10.844657716564184,5.243497725890362,63,Aggressive,28857071.687047638,Medium
57,62402,12548,2475497,2,Low,12.956266262942549,7.919517176512754,63,Aggressive,5946969.713643738,Low
48,230654,134876,3778551,3,Low,8.669786104857168,5.560719598481068,56,Aggressive,62384208.48401991,Medium
